,0,1
2823,249120_111755,genf/
2824,249860_111545,genf/
2825,257620_125165,jura/
2826,264415_113075,wallis/
2827,257600_125045,jura/
2828,257120_125470,jura/
2829,268905_117360,goesch/
2830,262750_112840,wallis/
2831,248935_111520,genf/
2832,249840_111795,genf/
2833,257080_125720,jura/
2834,268850_117330,goesch/
2835,257060_125735,jura/
2836,256950_125845,jura/
2837,264040_112910,wallis/
2838,269165_117755,goesch/
2839,264235_112975,wallis/
2840,256860_125935,jura/
2841,257280_125215,jura/
2842,271495_110020,ticino/
2843,249905_111460,genf/
2844,271470_109840,ticino/
2845,263180_112820,wallis/
2846,249935_111515,genf/
2847,249910_111490,genf/
2848,271440_109750,ticino/
2849,257650_124965,jura/
2850,261860_112815,wallis/
2851,269130_117705,goesch/
2852,257595_125200,jura/
2853,271590_110330,ticino/
2854,262970_112865,wallis/
2855,249740_111870,genf/
2856,256825_125985,jura/
2857,269345_117995,goesch/
2858,271500_110025,ticino/
2859,269060_117605,goesch/
2860,263405_112685,wallis/
2861,271435_109775,ticino/
2862,271580_109875,ticino/
2863,264020_112915,wallis/
2864,257285_125300,jura/
2865,268815_116990,goesch/
2866,271480_110900,ticino/
2867,269195_117785,goesch/
2868,271510_109895,ticino/
2869,261765_112815,wallis/
2870,264100_112930,wallis/
2871,262830_112840,wallis/
2872,262835_112840,wallis/
2873,269300_117950,goesch/
2874,262340_112820,wallis/
2875,268965_117445,goesch/
2876,257525_125200,jura/
2877,262325_112840,wallis/
2878,261600_112895,wallis/
2879,249865_111645,genf/
2880,249540_111995,genf/
2881,256810_126005,jura/
2882,268820_116920,goesch/
2883,249715_111910,genf/
2884,249610_111970,genf/
2885,249880_111515,genf/
2886,248820_111510,genf/
2887,268835_117250,goesch/
2888,249365_111935,genf/
2889,256805_126125,jura/
2890,269020_117515,goesch/
2891,268835_117200,goesch/
2892,257105_125595,jura/
2893,257575_125195,jura/
2894,268800_116890,goesch/
2895,269300_117955,goesch/
2896,269085_117640,goesch/
2897,249870_111470,genf/
2898,249350_111935,genf/
2899,256810_125975,jura/
2900,249035_111620,genf/
2901,257635_124975,jura/
2902,269125_117705,goesch/
2903,249700_112040,genf/
2904,269030_117605,goesch/
2905,261620_112865,wallis/
2906,249845_111600,genf/
2907,271475_110440,ticino/
2908,268880_117380,goesch/
2909,257310_125300,jura/
2910,269005_117555,goesch/
2911,271520_109955,ticino/
2912,271560_110220,ticino/
2913,262815_112840,wallis/
2914,257595_124990,jura/
2915,257305_125180,jura/
2916,249910_111580,genf/
2917,249575_111970,genf/
2918,257645_125115,jura/
2919,249900_111555,genf/
2920,264045_112915,wallis/
2921,269195_117855,goesch/
2922,249155_111785,genf/
2923,249910_111515,genf/
2924,271475_110485,ticino/
2925,249165_111845,genf/
2926,271595_110285,ticino/
2927,249095_111695,genf/
2928,257635_125060,jura/
2929,262915_112855,wallis/
2930,269015_117520,goesch/
2931,269075_117620,goesch/
2932,261685_112840,wallis/
2933,271550_110660,ticino/
2934,256890_125915,jura/
2935,249930_111520,genf/
2936,262180_112855,wallis/
2937,249580_111995,genf/
2938,268830_116945,goesch/
2939,257205_125390,jura/
2940,271505_110100,ticino/
2941,257680_124885,jura/
2942,249855_111645,genf/
2943,264070_112920,wallis/
2944,249915_111520,genf/
2945,263945_112865,wallis/
2946,268815_117005,goesch/
2947,271475_110490,ticino/
2948,264330_113020,wallis/
2949,262495_112865,wallis/
2950,249910_111505,genf/
2951,263765_112745,wallis/
2952,271465_110950,ticino/
2953,249910_111480,genf/
2954,249800_111840,genf/
2955,271515_110550,ticino/
2956,269200_117820,goesch/
2957,249360_111970,genf/
2958,269180_117800,goesch/
2959,263100_112835,wallis/
2960,263930_112840,wallis/
2961,257290_125290,jura/
2962,249235_111955,genf/
2963,249365_111970,genf/
2964,249405_111945,genf/
2965,269185_117775,goesch/
2966,268830_117250,goesch/
2967,256810_126095,jura/
2968,262045_112870,wallis/
2969,263260_112780,wallis/
2970,271500_110530,ticino/
2971,268885_117395,goesch/
2972,263170_112825,wallis/
2973,271510_110110,ticino/
2974,271515_109945,ticino/
2975,249815_111820,genf/
2976,271570_109840,ticino/
2977,262635_112820,wallis/
2978,269320_117990,goesch/
2979,271520_110090,ticino/
2980,249790_111830,genf/
2981,268845_117315,goesch/
2982,263335_112715,wallis/
2983,262775_112835,wallis/
2984,264155_112965,wallis/
2985,257365_125195,jura/
2986,271470_109795,ticino/
2987,257680_124900,jura/
2988,249855_111625,genf/
2989,271480_110910,ticino/
2990,264425_113120,wallis/
2991,271500_110875,ticino/
2992,271555_110665,ticino/
2993,257670_124915,jura/
2994,264140_112965,wallis/
2995,262170_112855,wallis/
2996,263030_112850,wallis/
2997,271550_110350,ticino/
2998,268790_116880,goesch/
2999,269100_117665,goesch/
3000,256890_125935,jura/
3001,269005_117495,goesch/
3002,249860_111570,genf/
3003,269185_117780,goesch/
3004,269180_117805,goesch/
3005,263360_112710,wallis/
3006,249740_111845,genf/
3007,269355_118000,goesch/
3008,256835_125965,jura/
3009,262580_112840,wallis/
3010,263510_112700,wallis/
3011,261570_112895,wallis/
3012,257610_124990,jura/
3013,257120_125510,jura/
3014,257680_124890,jura/
3015,249655_111945,genf/
3016,262255_112835,wallis/
3017,271485_110540,ticino/
3018,263510_112715,wallis/
3019,268975_117500,goesch/
3020,268810_116970,goesch/
3021,249945_111540,genf/
3022,257330_125270,jura/
3023,249895_111570,genf/
3024,256825_125955,jura/
3025,249575_111995,genf/
3026,271565_109755,ticino/
3027,261715_112830,wallis/
3028,249820_111750,genf/
3029,256975_125795,jura/
3030,271555_110200,ticino/
3031,249690_112020,genf/
3032,271590_110320,ticino/
3033,249365_111930,genf/
3034,269330_117995,goesch/
3035,268810_116955,goesch/
3036,271490_110090,ticino/
3037,263430_112710,wallis/
3038,271495_109860,ticino/
3039,268825_117255,goesch/
3040,268825_117055,goesch/
3041,249850_111620,genf/
3042,249705_111890,genf/
3043,264150_112955,wallis/
3044,271570_110335,ticino/
3045,249390_111960,genf/
3046,271530_110580,ticino/
3047,249735_111855,genf/
3048,257120_125435,jura/
3049,257625_124970,jura/
3050,262400_112855,wallis/
3051,257615_125060,jura/
3052,249395_111940,genf/
3053,249025_111600,genf/
3054,257430_125190,jura/
3055,262820_112840,wallis/
3056,262120_112860,wallis/
3057,271485_110895,ticino/
3058,257300_125315,jura/
3059,262695_112835,wallis/
3060,263965_112870,wallis/
3061,263385_112700,wallis/
3062,264115_112945,wallis/
3063,262145_112860,wallis/
3064,249120_111740,genf/
3065,271545_110355,ticino/
3066,261935_112845,wallis/
3067,262735_112825,wallis/
3068,261670_112870,wallis/
3069,271490_110925,ticino/
3070,263680_112725,wallis/
3071,262360_112835,wallis/
3072,257075_125720,jura/
3073,264440_113175,wallis/
3074,263120_112825,wallis/
3075,262755_112820,wallis/
3076,262275_112845,wallis/
3077,268870_116935,goesch/
3078,268970_117470,goesch/
3079,249045_111655,genf/
3080,262795_112840,wallis/
3081,271505_110910,ticino/
3082,257170_125375,jura/
3083,256870_125945,jura/
3084,269105_117640,goesch/
3085,249690_111905,genf/
3086,249075_111685,genf/
3087,264245_113010,wallis/
3088,256780_126150,jura/
3089,262010_112875,wallis/
3090,263815_112785,wallis/
3091,249885_111610,genf/
3092,269190_117860,goesch/
3093,261960_112840,wallis/
3094,263390_112625,wallis/
3095,257375_125185,jura/
3096,271595_109825,ticino/
3097,257075_125690,jura/
3098,249395_111965,genf/
3099,263260_112760,wallis/
3100,264280_113025,wallis/
3101,262820_112845,wallis/
3102,271470_110955,ticino/
3103,263395_112665,wallis/
3104,268895_117410,goesch/
3105,262380_112845,wallis/
3106,268795_116880,goesch/
3107,257135_125545,jura/
3108,248925_111525,genf/
3109,263155_112820,wallis/
3110,271485_109830,ticino/
3111,257635_125140,jura/
3112,263980_112890,wallis/
3113,263090_112830,wallis/
3114,257225_125370,jura/
3115,269045_117600,goesch/
3116,262210_112850,wallis/
3117,249645_111945,genf/
3118,264150_112965,wallis/
3119,257305_125195,jura/
3120,271580_110270,ticino/
3121,257310_125290,jura/
3122,268830_117305,goesch/
3123,271495_110910,ticino/
3124,249860_111635,genf/
3125,264090_112930,wallis/
3126,271485_110045,ticino/
3127,262985_112865,wallis/
3128,271540_110815,ticino/
3129,249285_111970,genf/
3130,271510_109870,ticino/
3131,249860_111500,genf/
3132,249870_111510,genf/
3133,261645_112875,wallis/
3134,269205_117875,goesch/
3135,261590_112895,wallis/
3136,262130_112855,wallis/
3137,262515_112840,wallis/
3138,262740_112825,wallis/
3139,264375_113050,wallis/
3140,262360_112845,wallis/
3141,257075_125755,jura/
3142,257625_125050,jura/
3143,249870_111540,genf/
3144,249915_111500,genf/
3145,249325_111965,genf/
3146,249630_111950,genf/
3147,257415_125180,jura/
3148,249260_111960,genf/
3149,257125_125590,jura/
3150,263315_112725,wallis/
3151,248860_111510,genf/
3152,271465_110935,ticino/
3153,249870_111455,genf/
3154,249495_111985,genf/
3155,257140_125485,jura/
3156,256895_125890,jura/
3157,268820_117245,goesch/
3158,261720_112850,wallis/
3159,264275_112995,wallis/
3160,269005_117505,goesch/
3161,271585_109915,ticino/
3162,262540_112845,wallis/
3163,256975_125815,jura/
3164,249170_111850,genf/
3165,249340_111925,genf/
3166,257045_125775,jura/
3167,248930_111510,genf/
3168,269110_117680,goesch/
3169,264100_112950,wallis/
3170,257145_125375,jura/
3171,269085_117635,goesch/
3172,264150_112970,wallis/
3173,264210_113000,wallis/
3174,249675_111965,genf/
3175,264020_112905,wallis/
3176,271580_109925,ticino/
3177,263330_112720,wallis/
3178,271455_109775,ticino/
3179,249890_111545,genf/
3180,257310_125180,jura/
3181,261675_112845,wallis/
3182,257215_125390,jura/
3183,249660_111955,genf/
3184,262960_112840,wallis/
3185,269030_117585,goesch/
3186,262890_112830,wallis/
3187,269200_117860,goesch/
3188,269110_117665,goesch/
3189,268795_116890,goesch/
3190,261830_112830,wallis/
3191,262900_112855,wallis/
3192,249370_111945,genf/
3193,269190_117820,goesch/
3194,264420_113075,wallis/
3195,257065_125695,jura/
3196,263740_112735,wallis/
3197,249825_111825,genf/
3198,257640_125065,jura/
3199,257290_125310,jura/
3200,268830_116895,goesch/
3201,262625_112820,wallis/
3202,248880_111520,genf/
3203,271535_110010,ticino/
3204,271490_110895,ticino/
3205,257160_125390,jura/
3206,249670_111955,genf/
3207,263425_112715,wallis/
3208,263330_112710,wallis/
3209,264060_112910,wallis/
3210,263060_112860,wallis/
3211,257120_125560,jura/
3212,249275_111955,genf/
3213,257095_125665,jura/
3214,271465_109805,ticino/
3215,269010_117550,goesch/
3216,257620_125175,jura/
3217,257630_124960,jura/
3218,249845_111630,genf/
3219,249695_112040,genf/
3220,249440_111980,genf/
3221,271585_109725,ticino/
3222,263280_112780,wallis/
3223,262955_112855,wallis/
3224,262565_112830,wallis/
3225,271550_110740,ticino/
3226,263365_112705,wallis/
3227,249890_111570,genf/
3228,249805_111815,genf/
3229,257550_125190,jura/
3230,268960_117450,goesch/
3231,262935_112855,wallis/
3232,271555_110775,ticino/
3233,264345_113025,wallis/
3234,264410_113070,wallis/
3235,268895_117400,goesch/
3236,264150_112980,wallis/
3237,271460_109755,ticino/
3238,249150_111825,genf/
3239,269025_117580,goesch/
3240,257090_125645,jura/
3241,262005_112865,wallis/
3242,271520_110380,ticino/
3243,268815_117050,goesch/
3244,262390_112850,wallis/
3245,249150_111805,genf/
3246,271520_110045,ticino/
3247,269150_117730,goesch/
3248,256900_125890,jura/
3249,257180_125385,jura/
3250,257185_125390,jura/
3251,268875_117275,goesch/
3252,271475_109790,ticino/
3253,271585_109780,ticino/
3254,268840_117315,goesch/
3255,269355_117990,goesch/
3256,257630_125055,jura/
3257,271570_110350,ticino/
3258,268860_117285,goesch/
3259,249250_111950,genf/
3260,271525_110030,ticino/
3261,263745_112750,wallis/
3262,263435_112715,wallis/
3263,262415_112855,wallis/
3264,269095_117630,goesch/
3265,257190_125375,jura/
3266,248815_111515,genf/
3267,271480_110460,ticino/
3268,263990_112900,wallis/
3269,268880_117295,goesch/
3270,264385_113050,wallis/
3271,257105_125630,jura/
3272,257635_125095,jura/
3273,249360_111935,genf/
3274,249880_111575,genf/
3275,264000_112905,wallis/
3276,268805_116910,goesch/
3277,262905_112850,wallis/
3278,271470_110465,ticino/
3279,263385_112660,wallis/
3280,249430_111980,genf/
3281,268820_117055,goesch/
3282,269155_117715,goesch/
3283,271535_110175,ticino/
3284,257290_125240,jura/
3285,256930_125880,jura/
3286,257690_124900,jura/
3287,257315_125285,jura/
3288,256830_126000,jura/
3289,262070_112860,wallis/
3290,249895_111450,genf/
3291,257555_125200,jura/
3292,271450_109775,ticino/
3293,262250_112835,wallis/
3294,268825_116985,goesch/
3295,249685_111915,genf/
3296,249075_111680,genf/
3297,249390_111925,genf/
3298,269175_117740,goesch/
3299,271525_110565,ticino/
3300,256755_126180,jura/
3301,268965_117450,goesch/
3302,271570_109870,ticino/
3303,257450_125190,jura/
3304,271570_110270,ticino/
3305,249690_111940,genf/
3306,269020_117550,goesch/
3307,271555_110660,ticino/
3308,263470_112700,wallis/
3309,271565_110265,ticino/
3310,257635_124950,jura/
3311,264400_113055,wallis/
3312,256815_125965,jura/
3313,268850_117360,goesch/
3314,249390_111935,genf/
3315,271480_110510,ticino/
3316,264415_113065,wallis/
3317,249730_111895,genf/
3318,262330_112820,wallis/
3319,256960_125830,jura/
3320,249870_111580,genf/
3321,249835_111815,genf/
3322,249895_111540,genf/
3323,262935_112835,wallis/
3324,262440_112860,wallis/
3325,264100_112960,wallis/
3326,257530_125190,jura/
3327,262890_112845,wallis/
3328,257280_125220,jura/
3329,263660_112725,wallis/
3330,249350_111980,genf/
3331,271565_110765,ticino/
3332,269125_117695,goesch/
3333,264285_113015,wallis/
3334,249370_111965,genf/
3335,271490_109870,ticino/
3336,248980_111520,genf/
3337,268805_116905,goesch/
3338,256815_126050,jura/
3339,248965_111515,genf/
3340,262075_112880,wallis/
3341,262540_112855,wallis/
3342,263160_112830,wallis/
3343,269170_117745,goesch/
3344,271540_109965,ticino/
3345,257605_125025,jura/
3346,269330_117990,goesch/
3347,263540_112705,wallis/
3348,268855_117255,goesch/
3349,257570_125185,jura/
3350,262585_112830,wallis/
3351,249175_111900,genf/
3352,264360_113040,wallis/
3353,248860_111500,genf/
3354,256830_125960,jura/
3355,256845_125945,jura/
3356,262335_112825,wallis/
3357,261770_112825,wallis/
3358,249930_111510,genf/
3359,264105_112945,wallis/
3360,257605_124990,jura/
3361,262155_112870,wallis/
3362,269040_117585,goesch/
3363,257300_125215,jura/
3364,249890_111510,genf/
3365,264230_112990,wallis/
3366,249035_111610,genf/
3367,271525_110875,ticino/
3368,257120_125550,jura/
3369,271595_109840,ticino/
3370,249780_111840,genf/
3371,271480_110940,ticino/
3372,264405_113065,wallis/
3373,262035_112880,wallis/
3374,249840_111525,genf/
3375,269325_117985,goesch/
3376,271555_110785,ticino/
3377,249870_111635,genf/
3378,249585_111965,genf/
3379,257125_125505,jura/
3380,257375_125195,jura/
3381,249895_111455,genf/
3382,264320_113020,wallis/
3383,271545_110245,ticino/
3384,271480_109815,ticino/
3385,263760_112740,wallis/
3386,257120_125520,jura/
3387,263495_112710,wallis/
3388,257140_125390,jura/
3389,262180_112850,wallis/
3390,261910_112835,wallis/
3391,271485_109885,ticino/
3392,271550_110800,ticino/
3393,269200_117830,goesch/
3394,271520_110075,ticino/
3395,249160_111800,genf/
3396,271470_109810,ticino/
3397,261630_112865,wallis/
3398,262165_112870,wallis/
3399,261635_112875,wallis/
3400,264125_112965,wallis/
3401,249895_111460,genf/
3402,249910_111585,genf/
3403,249345_111930,genf/
3404,271585_109955,ticino/
3405,257620_124960,jura/
3406,262425_112850,wallis/
3407,257680_124930,jura/
3408,264375_113045,wallis/
3409,257630_125075,jura/
3410,257150_125405,jura/
3411,264260_113015,wallis/
3412,249885_111645,genf/
3413,261620_112880,wallis/
3414,271465_109830,ticino/
3415,269190_117805,goesch/
3416,271555_110695,ticino/
3417,263970_112885,wallis/
3418,271515_110565,ticino/
3419,262085_112870,wallis/
3420,257560_125185,jura/
3421,263240_112805,wallis/
3422,257630_125155,jura/
3423,248930_111520,genf/
3424,257250_125370,jura/
3425,262455_112865,wallis/
3426,248885_111510,genf/
3427,269155_117725,goesch/
3428,263585_112730,wallis/
3429,257295_125195,jura/
3430,249305_111955,genf/
3431,263780_112765,wallis/
3432,249875_111540,genf/
3433,271575_109750,ticino/
3434,271515_110090,ticino/
3435,249230_111940,genf/
3436,257305_125215,jura/
3437,257085_125675,jura/
3438,249855_111525,genf/
3439,262810_112850,wallis/
3440,249670_111930,genf/
3441,263415_112715,wallis/
3442,268865_117325,goesch/
3443,249680_111950,genf/
3444,271465_110495,ticino/
3445,271520_110840,ticino/
3446,263880_112835,wallis/
3447,269215_117860,goesch/
3448,268855_117310,goesch/
3449,262415_112860,wallis/
3450,249725_111890,genf/
3451,268805_117080,goesch/
3452,249840_111515,genf/
3453,268900_117395,goesch/
3454,249640_111970,genf/
3455,249885_111500,genf/
3456,271565_110805,ticino/
3457,249865_111500,genf/
3458,271480_110035,ticino/
3459,263185_112805,wallis/
3460,263100_112840,wallis/
3461,263520_112730,wallis/
3462,256810_126035,jura/
3463,268960_117460,goesch/
3464,249130_111780,genf/
3465,269145_117700,goesch/
3466,261650_112855,wallis/
3467,249385_111970,genf/
3468,263135_112830,wallis/
3469,271485_110090,ticino/
3470,263400_112605,wallis/
3471,263405_112710,wallis/
3472,263025_112860,wallis/
3473,268970_117485,goesch/
3474,271515_110845,ticino/
3475,271505_110525,ticino/
3476,249895_111470,genf/
3477,264180_112990,wallis/
3478,271465_109800,ticino/
3479,263940_112865,wallis/
3480,249650_111945,genf/
3481,263640_112725,wallis/
3482,249330_111950,genf/
3483,262960_112860,wallis/
3484,249835_111735,genf/
3485,261705_112840,wallis/
3486,269105_117675,goesch/
3487,268930_117435,goesch/
3488,249910_111570,genf/
3489,262580_112850,wallis/
3490,257290_125210,jura/
3491,249680_112000,genf/
3492,271550_110195,ticino/
3493,271490_110430,ticino/
3494,271480_110960,ticino/
3495,262500_112865,wallis/
3496,264025_112890,wallis/
3497,249050_111650,genf/
3498,262165_112865,wallis/
3499,262505_112850,wallis/
3500,249405_111940,genf/
3501,249070_111690,genf/
3502,249360_111960,genf/
3503,249600_111975,genf/
3504,249430_111960,genf/
3505,264055_112930,wallis/
3506,271475_110470,ticino/
3507,249220_111935,genf/
3508,271475_110480,ticino/
3509,271560_110755,ticino/
3510,257650_124935,jura/
3511,249530_111980,genf/
3512,262605_112840,wallis/
3513,249925_111555,genf/
3514,249885_111530,genf/
3515,263900_112830,wallis/
3516,256815_126095,jura/
3517,264440_113115,wallis/
3518,271480_109850,ticino/
3519,256870_125940,jura/
3520,249070_111650,genf/
3521,257300_125285,jura/
3522,249540_111990,genf/
3523,249325_111930,genf/
3524,257285_125250,jura/
3525,262390_112835,wallis/
3526,271550_110000,ticino/
3527,249585_111975,genf/
3528,271525_110115,ticino/
3529,257160_125385,jura/
3530,249530_111995,genf/
3531,268835_116985,goesch/
3532,262545_112850,wallis/
3533,262505_112845,wallis/
3534,271490_110035,ticino/
3535,268855_117300,goesch/
3536,249675_112030,genf/
3537,271555_109960,ticino/
3538,256920_125865,jura/
3539,248820_111520,genf/
3540,257485_125205,jura/
3541,263915_112835,wallis/
3542,249435_111965,genf/
3543,249290_111955,genf/
3544,261825_112815,wallis/
3545,249690_112035,genf/
3546,264430_113130,wallis/
3547,249850_111545,genf/
3548,249520_111980,genf/
3549,263110_112830,wallis/
3550,256835_125950,jura/
3551,271510_109920,ticino/
3552,257605_124980,jura/
3553,271605_110330,ticino/
3554,264315_113005,wallis/
3555,256980_125820,jura/
3556,271510_110015,ticino/
3557,249015_111590,genf/
3558,268905_117400,goesch/
3559,256905_125875,jura/
3560,271560_110230,ticino/
3561,262705_112825,wallis/
3562,264040_112915,wallis/
3563,248995_111520,genf/
3564,257120_125450,jura/
3565,264330_113015,wallis/
3566,262840_112840,wallis/
3567,249670_111975,genf/
3568,249005_111530,genf/
3569,262680_112820,wallis/
3570,249890_111655,genf/
3571,249375_111955,genf/
3572,271480_110445,ticino/
3573,269070_117615,goesch/
3574,269325_117980,goesch/
3575,249215_111920,genf/
3576,262770_112835,wallis/
3577,268825_117270,goesch/
3578,249025_111595,genf/
3579,261580_112900,wallis/
3580,268915_117390,goesch/
3581,257130_125495,jura/
3582,249075_111695,genf/
3583,271550_110675,ticino/
3584,269150_117710,goesch/
3585,249890_111455,genf/
3586,263645_112735,wallis/
3587,263795_112750,wallis/
3588,249875_111565,genf/
3589,249240_111940,genf/
3590,262845_112850,wallis/
3591,256870_125935,jura/
3592,249500_111990,genf/
3593,249010_111575,genf/
3594,257310_125175,jura/
3595,249710_111910,genf/
3596,257065_125715,jura/
3597,263305_112760,wallis/
3598,271505_109860,ticino/
3599,261800_112825,wallis/
3600,262245_112840,wallis/
3601,263955_112850,wallis/
3602,268815_116930,goesch/
3603,263375_112700,wallis/
3604,271545_110025,ticino/
3605,249040_111645,genf/
3606,257620_125030,jura/
3607,256865_125945,jura/
3608,257130_125415,jura/
3609,262975_112850,wallis/
3610,269125_117670,goesch/
3611,257295_125275,jura/
3612,262340_112830,wallis/
3613,271515_109925,ticino/
3614,268890_117360,goesch/
3615,268820_116885,goesch/
3616,271470_110445,ticino/
3617,263875_112830,wallis/
3618,262715_112835,wallis/
3619,271535_110135,ticino/
3620,249865_111675,genf/
3621,271565_109765,ticino/
3622,271500_110075,ticino/
3623,268850_116935,goesch/
3624,264160_112970,wallis/
3625,262765_112825,wallis/
3626,249275_111965,genf/
3627,263775_112745,wallis/
3628,249850_111570,genf/
3629,256825_126030,jura/
3630,262270_112835,wallis/
3631,257120_125555,jura/
3632,257125_125600,jura/
3633,264435_113115,wallis/
3634,271465_110470,ticino/
3635,271560_110355,ticino/
3636,271475_110955,ticino/
3637,249675_111930,genf/
3638,263565_112725,wallis/
3639,249675_112005,genf/
3640,264425_113150,wallis/
3641,271555_110635,ticino/
3642,264300_113005,wallis/
3643,264320_113015,wallis/
3644,269000_117545,goesch/
3645,261845_112815,wallis/
3646,249055_111660,genf/
3647,268840_117345,goesch/
3648,263260_112790,wallis/
3649,263395_112650,wallis/
3650,263190_112815,wallis/
3651,257440_125190,jura/
3652,262535_112850,wallis/
3653,257120_125425,jura/
3654,264070_112925,wallis/
3655,249385_111930,genf/
3656,249510_111985,genf/
3657,257060_125725,jura/
3658,262045_112880,wallis/
3659,257590_125200,jura/
3660,257625_125060,jura/
3661,249150_111860,genf/
3662,271450_109835,ticino/
3663,271545_110005,ticino/
3664,268835_116995,goesch/
3665,264405_113080,wallis/
3666,262665_112840,wallis/
3667,249035_111630,genf/
3668,271480_110040,ticino/
3669,269250_117935,goesch/
3670,271490_109840,ticino/
3671,261855_112815,wallis/
3672,261555_112905,wallis/
3673,249875_111555,genf/
3674,249930_111495,genf/
3675,269030_117555,goesch/
3676,271495_110040,ticino/
3677,263940_112840,wallis/
3678,271470_109855,ticino/
3679,257110_125620,jura/
3680,249860_111490,genf/
3681,262575_112840,wallis/
3682,271550_110255,ticino/
3683,249905_111525,genf/
3684,271605_110295,ticino/
3685,249825_111730,genf/
3686,249585_111985,genf/
3687,268850_117305,goesch/
3688,257040_125770,jura/
3689,271490_110410,ticino/
3690,249215_111940,genf/
3691,249880_111460,genf/
3692,249615_111980,genf/
3693,271535_110735,ticino/
3694,268890_117390,goesch/
3695,257275_125360,jura/
3696,264380_113050,wallis/
3697,257305_125275,jura/
3698,262145_112870,wallis/
3699,269180_117825,goesch/
3700,263655_112740,wallis/
3701,262015_112875,wallis/
3702,271480_110955,ticino/
3703,249165_111790,genf/
3704,263720_112735,wallis/
3705,268925_117425,goesch/
3706,249120_111770,genf/
3707,271540_110715,ticino/
3708,261585_112905,wallis/
3709,264000_112880,wallis/
3710,256965_125825,jura/
3711,262955_112860,wallis/
3712,257595_124995,jura/
3713,262265_112845,wallis/
3714,256835_125980,jura/
3715,263995_112885,wallis/
3716,271580_109845,ticino/
3717,262450_112860,wallis/
3718,262215_112835,wallis/
3719,264355_113020,wallis/
3720,269210_117915,goesch/
3721,262665_112830,wallis/
3722,263170_112810,wallis/
3723,269115_117690,goesch/
3724,257410_125190,jura/
3725,249150_111820,genf/
3726,269195_117815,goesch/
3727,257630_125165,jura/
3728,249775_111845,genf/
3729,264020_112900,wallis/
3730,264100_112935,wallis/
3731,262080_112880,wallis/
3732,263355_112705,wallis/
3733,261625_112880,wallis/
3734,256820_126045,jura/
3735,264330_113050,wallis/
3736,269200_117760,goesch/
3737,249885_111605,genf/
3738,249765_111855,genf/
3739,257445_125190,jura/
3740,264430_113100,wallis/
3741,271505_109865,ticino/
3742,264290_113000,wallis/
3743,249915_111530,genf/
3744,262145_112855,wallis/
3745,269305_117950,goesch/
3746,268820_117050,goesch/
3747,271540_110130,ticino/
3748,264270_113010,wallis/
3749,248895_111505,genf/
3750,271545_110030,ticino/
3751,269310_117975,goesch/
3752,257290_125255,jura/
3753,268830_117265,goesch/
3754,249930_111530,genf/
3755,262500_112855,wallis/
3756,271550_110730,ticino/
3757,257660_124925,jura/
3758,271575_110350,ticino/
3759,268855_117200,goesch/
3760,271485_110910,ticino/
3761,263610_112730,wallis/
3762,268830_117270,goesch/
3763,271475_110500,ticino/
3764,249760_111855,genf/
3765,256790_126110,jura/
3766,249080_111665,genf/
3767,264340_113040,wallis/
3768,249825_111830,genf/
3769,268855_117270,goesch/
3770,263275_112780,wallis/
3771,249890_111470,genf/
3772,271500_110440,ticino/
3773,271560_110775,ticino/
3774,262650_112835,wallis/
3775,271495_110080,ticino/
3776,262845_112840,wallis/
3777,264350_113045,wallis/
3778,271555_110810,ticino/
3779,249720_111880,genf/
3780,263935_112865,wallis/
3781,271535_110820,ticino/
3782,262290_112825,wallis/
3783,271540_110370,ticino/
3784,263975_112885,wallis/
3785,271510_110040,ticino/
3786,263670_112730,wallis/
3787,256915_125860,jura/
3788,271545_110710,ticino/
3789,257620_125150,jura/
3790,262860_112850,wallis/
3791,257130_125400,jura/
3792,256980_125810,jura/
3793,271560_110750,ticino/
3794,264350_113040,wallis/
3795,257085_125680,jura/
3796,262195_112860,wallis/
3797,261585_112895,wallis/
3798,268985_117495,goesch/
3799,268840_116905,goesch/
3800,249340_111960,genf/
3801,262770_112825,wallis/
3802,249565_111975,genf/
3803,263215_112805,wallis/
3804,256895_125905,jura/
3805,249685_111945,genf/
3806,264155_112975,wallis/
3807,249090_111675,genf/
3808,257110_125595,jura/
3809,256945_125855,jura/
3810,262915_112840,wallis/
3811,249915_111495,genf/
3812,257580_125205,jura/
3813,249360_111930,genf/
3814,269180_117815,goesch/
3815,271550_110790,ticino/
3816,269050_117620,goesch/
3817,263230_112795,wallis/
3818,271570_110265,ticino/
3819,271470_110935,ticino/
3820,264360_113035,wallis/
3821,249150_111840,genf/
3822,249370_111980,genf/
3823,271515_110125,ticino/
3824,271490_109855,ticino/
3825,249680_111935,genf/
3826,256885_125930,jura/
3827,263720_112755,wallis/
3828,269175_117770,goesch/
3829,271525_109950,ticino/
3830,261565_112900,wallis/
3831,257605_125175,jura/
3832,263810_112760,wallis/
3833,248990_111520,genf/
3834,271525_110810,ticino/
3835,257240_125385,jura/
3836,249865_111550,genf/
3837,264420_113125,wallis/
3838,249130_111755,genf/
3839,268920_117380,goesch/
3840,271560_110265,ticino/
3841,264435_113140,wallis/
3842,249660_111970,genf/
3843,264185_112995,wallis/
3844,268845_117305,goesch/
3845,271525_110160,ticino/
3846,256920_125890,jura/
3847,249315_111955,genf/
3848,263905_112840,wallis/
3849,257385_125195,jura/
3850,257020_125775,jura/
3851,271455_109760,ticino/
